"Home","Away","Age Group","Gender","Field"
"HERN Central Red U11 Boys NCSL","TAPK Takoma Dreamers Napoly U11 Boys NCSL","U11","Boys","Bready Park(at Herndon Community Center) Bready Park # 1A"
"HERN Argentinos Black U16 Boys NCSL","VIST Barrio Boys Elite U16 Boys NCSL","U16","Boys","Herndon High School Stadium Field"
"HERN Deportivo Black U14 Girls NCSL","MRM Invictus '04G U14 Girls NCSL","U14","Girls","Herndon High School Auxiliary Field"
"HERN Attack U18 Girls NCSL","STAF Revolution 00G Blue U18 Girls NCSL","U18","Girls","Herndon High School Stadium Field"
"HERN River Plate Red U14 Boys NCSL","OLNY Rangers White U14 Boys NCSL","U14","Boys","Herndon High School Auxiliary Field"
"HERN River Plate Black U14 Boys NCSL","REST 04 Blue U14 Boys NCSL","U14","Boys","Herndon High School Stadium Field"
"HERN FC Ciclones Black U13 Boys NCSL","SAC United Blue U13 Boys NCSL","U13","Boys","Herndon High School Auxiliary Field"
"HERN Zorros FC Black U17 Boys NCSL","ARL 01B White U17 Boys NCSL","U17","Boys","Herndon High School Stadium Field"
"HERN Hooligans U17 Girls NCSL","LOUD 01G Black U17 Girls NCSL","U17","Girls","Herndon High School Auxiliary Field"
"HERN FC Munich U17 Boys NCSL","ASA DMV United 01 U17 Boys NCSL","U17","Boys","Arrowbrook"
"HERN Lightning Silver U12 Girls NCSL","MSI Academy Green U12 Girls NCSL","U12","Girls","Bready Park(at Herndon Community Center) Bready Park # 1A"
"HERN Saints FC U18 Girls NCSL","LAPL Knights U18 Girls NCSL","U18","Girls","Herndon High School Stadium Field"
"HERN Estudiantes Red U12 Boys NCSL","OLNY Rangers Blue U12 Boys NCSL","U12","Boys","Bready Park(at Herndon Community Center) Bready Park # 1A"
"HERN Nacional Red U15 Boys NCSL","ALEX 03 Boys Red U15 Boys NCSL","U15","Boys","Arrowbrook"
"HERN Hooligans U17 Girls NCSL","ARL 01G White U17 Girls NCSL","U17","Girls","Herndon High School Stadium Field"
"HERN Lightning White U12 Girls NCSL","LAPL La Plata Patriots U12 Girls NCSL","U12","Girls","Bready Park(at Herndon Community Center) Bready Park # 1A"
"HERN Zorros FC Red U17 Boys NCSL","NVSC United 01B NCSL U17 Boys NCSL","U17","Boys","Arrowbrook"
"HERN Attack U18 Girls NCSL","SYC Pride 00 Blue U18 Girls NCSL","U18","Girls","Herndon High School Stadium Field"
"HERN Central Black U11 Boys NCSL","POT Black 07 U11 Boys NCSL","U11","Boys","Bready Park(at Herndon Community Center) Bready Park # 1A"
"HERN FC Ciclones Black U13 Boys NCSL","STAF Revolution 05B Blue U13 Boys NCSL","U13","Boys","Herndon High School Auxiliary Field"
"HERN Lighting Black U12 Girls NCSL","LOUD 06G White U12 Girls NCSL","U12","Girls","Bready Park(at Herndon Community Center) Bready Park # 1B"
"HERN Central White U11 Boys NCSL","SAC United Gold U11 Boys NCSL","U11","Boys","Bready Park(at Herndon Community Center) Bready Park # 1A"
"HERN River Plate Black U14 Boys NCSL","OLNY Rangers Blue U14 Boys NCSL","U14","Boys","Herndon High School Stadium Field"
"HERN Argentinos Black U16 Boys NCSL","REST 02 Cyclones U16 Boys NCSL","U16","Boys","Arrowbrook"
"HERN Calypso U09 Girls NCSL","SMS Seahawks U09 Girls NCSL","U09","Girls","Bready Park(at Herndon Community Center) Bready Park # 1B"
"HERN Curve Black U13 Girls NCSL","TCSC 05 Spirit Black U13 Girls NCSL","U13","Girls","Herndon High School Auxiliary Field"
"HERN FC Ciclones White U13 Boys NCSL","ALEX 05 Boys White U13 Boys NCSL","U13","Boys","Herndon High School Stadium Field"
"HERN Eclipse U10 Girls NCSL","SYC Pride 08 Black U10 Girls NCSL","U10","Girls","Bready Park(at Herndon Community Center) Bready Park # 1B"
"HERN Zephyr U19 Girls NCSL","SYC Storm 99 Blue U19 Girls NCSL","U19","Girls","Herndon High School Stadium Field"
"HERN Nacional Red U15 Boys NCSL","CYA 03B Gold U15 Boys NCSL","U15","Boys","Herndon High School Stadium Field"
"HERN Curve Red U13 Girls NCSL","SCAA Green 05G U13 Girls NCSL","U13","Girls","Herndon High School Stadium Field"
"HERN Saints FC U18 Girls NCSL","LOUD 00G Black U18 Girls NCSL","U18","Girls","Herndon High School Auxiliary Field"
"HERN Curve Black U13 Girls NCSL","STAF Revolution 05G Blue U13 Girls NCSL","U13","Girls","Herndon High School Stadium Field"
"HERN Eclipse U10 Girls NCSL","ABGC AUFC 08 Red (Storm) U10 Girls NCSL","U10","Girls","Bready Park(at Herndon Community Center) Bready Park # 1B"
"HERN Lightning White U12 Girls NCSL","A3 Blackpool U12 Girls NCSL","U12","Girls","Bready Park(at Herndon Community Center) Bready Park # 1A"
"HERN River Plate Red U14 Boys NCSL","VYS Vipers Black U14 Boys NCSL","U14","Boys","Herndon High School Stadium Field"
"HERN Alianza Black U11 Girls NCSL","SAC United Blue U11 Girls NCSL","U11","Girls","Bready Park(at Herndon Community Center) Bready Park # 1A"
"HERN Lighting Black U12 Girls NCSL","ALEX 06 Girls White U12 Girls NCSL","U12","Girls","Bready Park(at Herndon Community Center) Bready Park # 1B"
"HERN Alianza RED U11 Girls NCSL","SAC United White U11 Girls NCSL","U11","Girls","Bready Park(at Herndon Community Center) Bready Park # 1A"
"HERN Central Red U11 Boys NCSL","PWSI Boys 2007 White U11 Boys NCSL","U11","Boys","Bready Park(at Herndon Community Center) Bready Park # 1A"
"HERN Estudiantes Silver U12 Boys NCSL","TSC Cruz Azul U12 Boys NCSL","U12","Boys","Bready Park(at Herndon Community Center) Bready Park # 1B"
"HERN Estudiantes Black U12 Boys NCSL","SYC Lions 06 Blue U12 Boys NCSL","U12","Boys","Bready Park(at Herndon Community Center) Bready Park # 1A"
"HERN Ajax Black U10 Boys NCSL","REST 08 Green U10 Boys NCSL","U10","Boys","Bready Park(at Herndon Community Center) Bready Park # 1A"
"HERN Hooligans U17 Girls NCSL","ODFC Cesena '01 U17 Girls NCSL","U17","Girls","Herndon High School Stadium Field"
"HERN Ajax Red U10 Boys NCSL","REST 08 Blue U10 Boys NCSL","U10","Boys","Bready Park(at Herndon Community Center) Bready Park # 1A"
"HERN Zorros FC Red U17 Boys NCSL","MSI Wolves U17 Boys NCSL","U17","Boys","Herndon High School Stadium Field"
"HERN Central White U11 Boys NCSL","REST 07 Green U11 Boys NCSL","U11","Boys","Bready Park(at Herndon Community Center) Bready Park # 1A"
"HERN Thunder White U16 Girls NCSL","VSA 02G Academy Select Red U16 Girls NCSL","U16","Girls","Herndon High School Stadium Field"
"HERN Central Black U11 Boys NCSL","VSA 07B Pre Academy NCSL U11 Boys NCSL","U11","Boys","Bready Park(at Herndon Community Center) Bready Park # 1A"
"HERN Alianza RED U11 Girls NCSL","VYS 07G White U11 Girls NCSL","U11","Girls","Bready Park(at Herndon Community Center) Bready Park # 1B"
"HERN Alianza Black U11 Girls NCSL","VYS 07G Black U11 Girls NCSL","U11","Girls","Bready Park(at Herndon Community Center) Bready Park # 1B"
"HERN Sting U15 Girls NCSL","VSA 03G Academy Select Red U15 Girls NCSL","U15","Girls","Herndon High School Stadium Field"
"HERN Curve Red U13 Girls NCSL","VYS SPIRIT BLACK U13 Girls NCSL","U13","Girls","Herndon High School Stadium Field"
"HSC Revolution 06 U12 Boys NCSL","OLNY Rangers Blue U12 Boys NCSL","U12","Boys","Hagerstown SC Complex #6"
"HSC Revolution 06 U12 Boys NCSL","HERN Estudiantes Red U12 Boys NCSL","U12","Boys","Hagerstown SC Complex #6"
"HSC Revolution 06 U12 Boys NCSL","PWSI Boys 2006 Red U12 Boys NCSL","U12","Boys","Hagerstown SC Complex #6"
"HSC Revolution 06 U12 Boys NCSL","VIST Shenandoah FC  Elite 06 U12 Boys NCSL","U12","Boys","Hagerstown SC Complex #6"
"LAPL La Plata Thunder U15 Boys NCSL","VYS Spartans White U15 Boys NCSL","U15","Boys","Laurel Spring Regional Park Regulation #1"
"LAPL Knights U18 Girls NCSL","LFC Intensity U18 Girls NCSL","U18","Girls","Bryantown Sports Complex #03"
"LAPL La Plata Kraken U10 Girls NCSL","CSA Pride 08G U10 Girls NCSL","U10","Girls","Laurel Springs intermediate field #2"
"LAPL La Plata Fury U15 Girls NCSL","MRM Rush '03G United U15 Girls NCSL","U15","Girls","Laurel Spring Regional Park Regulation #1"
"LAPL La Plata Raptors U10 Boys NCSL","DCST Black Metros U10 Boys NCSL","U10","Boys","Laurel Springs intermediate field #2"
"LAPL La Plata Lynx U14 Girls NCSL","CSA Impact 04G U14 Girls NCSL","U14","Girls","Bryantown Sports Complex #03"
"LAPL La Plata Liberty U16 Girls NCSL","POT Black 02 U16 Girls NCSL","U16","Girls","Bryantown Sports Complex #12"
"LAPL La Plata Fury U15 Girls NCSL","LAUR Tigers U15 Girls NCSL","U15","Girls","Laurel Spring Regional Park Regulation #1"
"LAPL La Plata Thunder U15 Boys NCSL","STAF Revolution 03B White U15 Boys NCSL","U15","Boys","Laurel Spring Regional Park Regulation #1"
"LAPL La Plata Triumph U17 Boys NCSL","ABGC Ragball USA U17 Boys NCSL","U17","Boys","Laurel Spring Regional Park Regulation #1"
"LAPL La Plata Patriots U12 Girls NCSL","TAPK Takoma United U12 Girls NCSL","U12","Girls","Laurel Springs intermediate field #2"
"LAPL Knights U18 Girls NCSL","LOUD 00G Black U18 Girls NCSL","U18","Girls","Laurel Spring Regional Park Regulation #1"
"LAPL La Plata Raptors U10 Boys NCSL","MRM Lions Blue 08b U10 Boys NCSL","U10","Boys","Laurel Springs intermediate field #2"
"LAPL La Plata Fury U15 Girls NCSL","OLNY Power U15 Girls NCSL","U15","Girls","Bryantown Sports Complex #12"
"LAPL La Plata Lynx U14 Girls NCSL","POT Black 04 U14 Girls NCSL","U14","Girls","Laurel Spring Regional Park Regulation #1"
"LAPL La Plata Kraken U10 Girls NCSL","BETH Academy White 08 U10 Girls NCSL","U10","Girls","Laurel Springs intermediate field #2"
"LAPL La Plata Liberty U16 Girls NCSL","LFC Strikers U16 Girls NCSL","U16","Girls","Laurel Spring Regional Park Regulation #1"
"LAPL La Plata Patriots U12 Girls NCSL","A3 Blackpool U12 Girls NCSL","U12","Girls","Laurel Springs intermediate field #2"
"LAPL La Plata Raptors U10 Boys NCSL","SYC Lions 08 Black U10 Boys NCSL","U10","Boys","Laurel Springs intermediate field #2"
"LAPL Knights U18 Girls NCSL","TAFC Team America Freedom 2000 U18 Girls NCSL","U18","Girls","Laurel Spring Regional Park Regulation #1"
"LAPL La Plata Triumph U17 Boys NCSL","ODFC Cesena '01 U17 Boys NCSL","U17","Boys","Laurel Spring Regional Park Regulation #1"
"LAPL La Plata Raptors U10 Boys NCSL","SDor Barca '08 Elite U10 Boys NCSL","U10","Boys","Laurel Springs intermediate field #2"
"LAPL La Plata Patriots U12 Girls NCSL","MCLN 2006 Girls Silver U12 Girls NCSL","U12","Girls","Laurel Springs intermediate field #2"
"LAPL La Plata Patriots U12 Girls NCSL","ABGC AUFC 06 Red U12 Girls NCSL","U12","Girls","Laurel Springs intermediate field #2"
"LAPL Knights U18 Girls NCSL","CHAN Spirit Blue 00 U18 Girls NCSL","U18","Girls","Laurel Spring Regional Park Regulation #1"
"LAPL La Plata Lynx U14 Girls NCSL","BRYC Elite Academy U14 Black U14 Girls NCSL","U14","Girls","Bryantown Sports Complex #03"
"LAPL La Plata Raptors U10 Boys NCSL","ABGC AUFC 08 United U10 Boys NCSL","U10","Boys","Laurel Springs intermediate field #2"
"LAPL La Plata Triumph U17 Boys NCSL","BSC Sharks U17 Boys NCSL","U17","Boys","Laurel Spring Regional Park Regulation #1"
"LAPL La Plata Kraken U10 Girls NCSL","PWSI Girls 2008 Swoosh U10 Girls NCSL","U10","Girls","Laurel Springs intermediate field #2"
"LAPL La Plata Liberty U16 Girls NCSL","BRYC Elite Academy U16 Black U16 Girls NCSL","U16","Girls","Laurel Spring Regional Park Regulation #1"
"LAPL La Plata Lynx U14 Girls NCSL","FSCI Phoenix Orange U14 Girls U14 Girls NCSL","U14","Girls","Laurel Spring Regional Park Regulation #1"
"LAPL La Plata Liberty U16 Girls NCSL","ARL 02G Blue U16 Girls NCSL","U16","Girls","Laurel Spring Regional Park Regulation #1"
"LAPL La Plata Triumph U17 Boys NCSL","MRM Silver Spring Strikers 01B U17 Boys NCSL","U17","Boys","Laurel Spring Regional Park Regulation #1"
"LAPL La Plata Kraken U10 Girls NCSL","FCVA United Premier 08G U10 Girls NCSL","U10","Girls","Laurel Springs intermediate field #2"
"LAPL La Plata Thunder U15 Boys NCSL","ASC Elite Gray 03 U15 Boys NCSL","U15","Boys","Laurel Spring Regional Park Regulation #1"
"LAPL La Plata Thunder U15 Boys NCSL","SYC Lions 03 Orange U15 Boys NCSL","U15","Boys","Laurel Spring Regional Park Regulation #1"
"LAPL La Plata Kraken U10 Girls NCSL","ALEX 08 Girls White U10 Girls NCSL","U10","Girls","Laurel Springs intermediate field #2"
"LAPL La Plata Fury U15 Girls NCSL","VYS Fury White U15 Girls NCSL","U15","Girls","Laurel Spring Regional Park Regulation #1"
"LAPL La Plata Triumph U17 Boys NCSL","PWSI Boys 2001 White U17 Boys NCSL","U17","Boys","Laurel Spring Regional Park Regulation #1"
"LAUR Lions U12 Boys NCSL","REST 06 Blue U12 Boys NCSL","U12","Boys","Fairland Center"
"LAUR United U11 Boys NCSL","BSC Bulldogs U11 Boys NCSL","U11","Boys","Fairland Center"
"LAUR FC Strikers U16 Boys NCSL","REST 02 Avalanche U16 Boys NCSL","U16","Boys","Fairland Rec Park #5 TURF"
"LAUR Lions U16 Boys NCSL","PAC Elite 02 Navy U16 Boys NCSL","U16","Boys","Fairland Rec Park #5 TURF"
"LAUR Lions U12 Boys NCSL","RUSH Academy Blue 06B U12 Boys NCSL","U12","Boys","Maryland SoccerPlex #19a"
"LAUR FC Strikers U15 Boys NCSL","SAC United White U15 Boys NCSL","U15","Boys","Fairland Aquatic Center soccer field"
"LAUR Lions White U11 Boys NCSL","STER FC Orange '07 U11 Boys NCSL","U11","Boys","Maryland SoccerPlex #20a"
"LAUR Lions Blue U14 Boys NCSL","REST 04 Green U14 Boys NCSL","U14","Boys","Maryland SoccerPlex #3"
"LAUR Lions U16 Boys NCSL","MSI United White U16 Boys NCSL","U16","Boys","Fairland Rec Park #5 TURF"
"LAUR Lions U13 Boys NCSL","PWSI Boys 2005 Pride U13 Boys NCSL","U13","Boys","Maryland SoccerPlex #3"
"LAUR Lions White U11 Boys NCSL","LOUD 07B Gray U11 Boys NCSL","U11","Boys","Maryland SoccerPlex #19a"
"LAUR FC Gators U13 Girls NCSL","ASA Fire 05 U13 Girls NCSL","U13","Girls","Fairland Rec Park #5 TURF"
"LAUR FC Strikers U15 Boys NCSL","LFC Revolution U15 Boys NCSL","U15","Boys","Fairland Rec Park #5 TURF"
"LAUR Lions Blue U14 Boys NCSL","LFC Force U14 Boys NCSL","U14","Boys","Maryland SoccerPlex #3"
"LAUR FC Gators U13 Girls NCSL","CSA Lady Arsenal 05G U13 Girls NCSL","U13","Girls","Fairland Rec Park #5 TURF"
"LAUR FC Strikers U16 Boys NCSL","OLNY Rangers Red U16 Boys NCSL","U16","Boys","Fairland Rec Park #5 TURF"
"LAUR Lions U13 Boys NCSL","SMS Bombers Premier U13 Boys NCSL","U13","Boys","Maryland SoccerPlex #14"
"LAUR United U11 Boys NCSL","PWSI Boys 2007 Red U11 Boys NCSL","U11","Boys","William Tyler Page ES #1"
"LAUR Lions U16 Boys NCSL","WIN United 02B Orange U16 Boys NCSL","U16","Boys","Fairland Rec Park #5 TURF"
"LAUR FC Strikers U15 Boys NCSL","MRM Rush Black '03B Ajax U15 Boys NCSL","U15","Boys","Fairland Rec Park #5 TURF"
"LAUR FC Strikers U16 Boys NCSL","ABGC United FC U16 Boys NCSL","U16","Boys","Fairland Aquatic Center soccer field"
"LAUR Lions U13 Boys NCSL","ARL 05B Blue U13 Boys NCSL","U13","Boys","Maryland SoccerPlex #16"
"LAUR Tigers U15 Girls NCSL","OLNY Power U15 Girls NCSL","U15","Girls","Fairland Rec Park #5 TURF"
"LAUR Lions U12 Boys NCSL","HERN Estudiantes Black U12 Boys NCSL","U12","Boys","Maryland SoccerPlex #20a"
"LAUR Tigers U15 Girls NCSL","FPYC Blue Jays 03 U15 Girls NCSL","U15","Girls","Fairland Rec Park #5 TURF"
"LAUR FC Strikers U16 Boys NCSL","ALEX 02 Boys White U16 Boys NCSL","U16","Boys","Fairland Rec Park #5 TURF"
"LAUR Lions U13 Boys NCSL","FTSC Future Monarchs White '05 U13 Boys NCSL","U13","Boys","Maryland SoccerPlex #14"
"LAUR FC Strikers U15 Boys NCSL","LOUD 03B White U15 Boys NCSL","U15","Boys","Fairland Rec Park #5 TURF"
"LAUR Lions Blue U14 Boys NCSL","WALD SC 04 Boys Orange U14 Boys NCSL","U14","Boys","Fairland Aquatic Center soccer field"
"LAUR Tigers U15 Girls NCSL","ARL 03G Blue U15 Girls NCSL","U15","Girls","Fairland Rec Park #5 TURF"
"LAUR Lions U12 Boys NCSL","SYC Lions 06 Blue U12 Boys NCSL","U12","Boys","Maryland SoccerPlex #20a"
"LAUR Tigers U15 Girls NCSL","MRM Rush '03G United U15 Girls NCSL","U15","Girls","Fairland Rec Park #5 TURF"
"LAUR United U11 Boys NCSL","BETH Blue 07 U11 Boys NCSL","U11","Boys","William Tyler Page ES #1"
"LAUR Lions Blue U14 Boys NCSL","MCLN 2004 Boys Gold U14 Boys NCSL","U14","Boys","Maryland SoccerPlex #14"
"LAUR Tigers U15 Girls NCSL","VIST Bulldogs U15 Girls NCSL","U15","Girls","Fairland Rec Park #5 TURF"
"LAUR Lions Blue U14 Boys NCSL","LOUD 04B White U14 Boys NCSL","U14","Boys","Maryland SoccerPlex #3"
"LAUR FC Gators U13 Girls NCSL","VSA 05G Pre Academy Select Navy U13 Girls NCSL","U13","Girls","Fairland Rec Park #5 TURF"
"LAUR FC Strikers U15 Boys NCSL","OLNY Rangers Red U15 Boys NCSL","U15","Boys","Fairland Rec Park #5 TURF"
"LAUR Lions U16 Boys NCSL","REST 02 United U16 Boys NCSL","U16","Boys","Fairland Aquatic Center soccer field"
"LAUR Lions White U11 Boys NCSL","SYA Cardinals '07 Black U11 Boys NCSL","U11","Boys","Maryland SoccerPlex #20a"
"LAUR United U11 Boys NCSL","FRED FC Frederick '07 Black U11 Boys NCSL","U11","Boys","Fairland Center"
"LAUR Lions White U11 Boys NCSL","WIN United 07B Orange U11 Boys NCSL","U11","Boys","Maryland SoccerPlex #20a"
"LAUR Lions U12 Boys NCSL","SMS Scorpions Premier U12 Boys NCSL","U12","Boys","Maryland SoccerPlex #19a"
"LAUR FC Gators U13 Girls NCSL","BAC Flash U13 Girls NCSL","U13","Girls","Fairland Aquatic Center soccer field"
"LFC Force U14 Boys NCSL","WSC Diplomats White U14 Boys NCSL","U14","Boys","Evergreen Sportsplex #2"
"LFC Alliance U16 Boys NCSL","LOUD 02B White U16 Boys NCSL","U16","Boys","Evergreen Sportsplex #2"
"LFC Force U14 Boys NCSL","MCLN 2004 Boys Gold U14 Boys NCSL","U14","Boys","Morven Park #2"
"LFC Revolution U15 Boys NCSL","TAFC Team America All Stars 2003 U15 Boys NCSL","U15","Boys","Morven Park #2"
"LFC Heat U16 Girls NCSL","LFC Strikers U16 Girls NCSL","U16","Girls","Morven Park #2"
"LFC Storm U11 Girls NCSL","EPIC 07G Ice Black U11 Girls NCSL","U11","Girls","Morven Park #5A"
"LFC Tornado U19 Girls NCSL","ODFC Cesena '99 U19 Girls NCSL","U19","Girls","Morven Park #3"
"LFC Alliance U16 Boys NCSL","HERN Argentinos Red U16 Boys NCSL","U16","Boys","Morven Park #1"
"LFC Fierce U15 Girls NCSL","SAC United White U15 Girls NCSL","U15","Girls","Morven Park #2"
"LFC Shock U19 Girls NCSL","DSC Sparks U19 Girls NCSL","U19","Girls","Morven Park #3"
"LFC Legends U13 Girls NCSL","LOUD 05G Silver U13 Girls NCSL","U13","Girls","Morven Park #1"
"LFC Infinity U13 Boys NCSL","ASC Warriors Premier 05 U13 Boys NCSL","U13","Boys","Morven Park #1"
"LFC Intensity U18 Girls NCSL","TAFC Team America Freedom 2000 U18 Girls NCSL","U18","Girls","Morven Park #1"
"LFC Shock U19 Girls NCSL","ODFC Cesena '99 U19 Girls NCSL","U19","Girls","Morven Park #3"
"LFC Strikers U16 Girls NCSL","ARL 02G Blue U16 Girls NCSL","U16","Girls","Morven Park #1"
"LFC Force U14 Boys NCSL","SAC United Gold U14 Boys NCSL","U14","Boys","Morven Park #1"
"LFC Rangers U19 Boys NCSL","STAF Revolution 99B Blue U19 Boys NCSL","U19","Boys","Morven Park #2"
"LFC Revolution U15 Boys NCSL","PAC Elite 03 Navy U15 Boys NCSL","U15","Boys","Morven Park #2"
"LFC Intensity U18 Girls NCSL","CHAN Spirit Blue 00 U18 Girls NCSL","U18","Girls","Morven Park #1"
"LFC Shock U19 Girls NCSL","FRSA Wolves U19 Girls NCSL","U19","Girls","Morven Park #3"
"LFC Intensity U18 Girls NCSL","LOUD 00G Black U18 Girls NCSL","U18","Girls","Morven Park #1"
"LFC Rangers U19 Boys NCSL","PAC Elite 99 Navy U19 Boys NCSL","U19","Boys","Morven Park #2"
"LFC Heat U16 Girls NCSL","POT Black 02 U16 Girls NCSL","U16","Girls","Morven Park #1"
"LFC Infinity U13 Boys NCSL","BAC Fusion Blue U13 Boys NCSL","U13","Boys","Morven Park #3"
"LFC Revolution U15 Boys NCSL","MRM Rush Black '03B Ajax U15 Boys NCSL","U15","Boys","Morven Park #2"
"LFC Storm U11 Girls NCSL","TSC Fusion U11 Girls NCSL","U11","Girls","Morven Park #5A"
"LFC Fierce U15 Girls NCSL","CFC 03G Red U15 Girls NCSL","U15","Girls","Morven Park #1"
"LFC Legends U13 Girls NCSL","BAC Spirit U13 Girls NCSL","U13","Girls","Morven Park #3"
"LFC Strikers U16 Girls NCSL","VYS Pride Black U16 Girls NCSL","U16","Girls","Morven Park #1"
"LFC Tornado U19 Girls NCSL","ODFC Twisters U19 Girls NCSL","U19","Girls","Morven Park #1"
"LFC Fierce U15 Girls NCSL","LOUD 03G White U15 Girls NCSL","U15","Girls","Morven Park #1"
"LFC Alliance U16 Boys NCSL","SYC Lions 02 Orange U16 Boys NCSL","U16","Boys","Morven Park #1"
"LFC Heat U16 Girls NCSL","LAPL La Plata Liberty U16 Girls NCSL","U16","Girls","Morven Park #1"
"LFC Tornado U19 Girls NCSL","LFC Shock U19 Girls NCSL","U19","Girls","Morven Park #1"
"LFC Intensity U18 Girls NCSL","NVSC United 00G NCSL U18 Girls NCSL","U18","Girls","Morven Park #2"
"LFC Strikers U16 Girls NCSL","ASA PGSA CD Alianza 02 U16 Girls NCSL","U16","Girls","Morven Park #1"
"LFC Heat U16 Girls NCSL","ARL 02G Blue U16 Girls NCSL","U16","Girls","Morven Park #2"
"LFC Storm U11 Girls NCSL","WALD SC 07 Girls Orange U11 Girls NCSL","U11","Girls","Morven Park #5A"
"LFC Infinity U13 Boys NCSL","MSI Academy Green U13 Boys NCSL","U13","Boys","Morven Park #3"
"LFC Revolution U15 Boys NCSL","POT Black 03 U15 Boys NCSL","U15","Boys","Morven Park #2"
"LFC Fierce U15 Girls NCSL","MRM Rush Fire '03G U15 Girls NCSL","U15","Girls","Morven Park #1"
"LFC Legends U13 Girls NCSL","MRM Rush 05G Coyotes U13 Girls NCSL","U13","Girls","Morven Park #3"
"LFC Force U14 Boys NCSL","VYS Vipers White U14 Boys NCSL","U14","Boys","Morven Park #1"
"LFC Alliance U16 Boys NCSL","MCLN 2002 Boys Gold U16 Boys NCSL","U16","Boys","Morven Park #2"
"LFC Rangers U19 Boys NCSL","SDor Barca '99 Elite U19 Boys NCSL","U19","Boys","Morven Park #1"
"LFC Alliance U16 Boys NCSL","ASA FC Atletico Juvenil 02 U16 Boys NCSL","U16","Boys","Morven Park #1"
"LFC Storm U11 Girls NCSL","BAC Lightning U11 Girls NCSL","U11","Girls","Morven Park #5A"
"LFC Legends U13 Girls NCSL","PAC Gold 05 U13 Girls NCSL","U13","Girls","Morven Park #3"
"LFC Infinity U13 Boys NCSL","OLNY Rangers White U13 Boys NCSL","U13","Boys","Morven Park #3"
"LFC Alliance U16 Boys NCSL","PWSI Boys 2002 Red U16 Boys NCSL","U16","Boys","Morven Park #1"
"LMVS Patriots 2007 Blue U11 Boys NCSL","MCLN 2007 Boys Gold U11 Boys NCSL","U11","Boys","Edison HS Aux Right"
"LMVS Patriots 2006 NCSL White U12 Boys NCSL","FSCI Phoenix Orange U12 Boys U12 Boys NCSL","U12","Boys","Edison HS Aux Right"
"LMVS Patriots 2005 Blue U13 Boys NCSL","FRED FC Frederick '05 Royal II U13 Boys NCSL","U13","Boys","Edison High School Stadium Field"
"LMVS Patriots 2006 NCSL Blue U12 Boys NCSL","CPSA CSC Comets 06B RED U12 Boys NCSL","U12","Boys","Edison HS Aux Right"
"LMVS Patriots 2003 Blue U15 Girls NCSL","A3 Lightning U15 Girls NCSL","U15","Girls","Edison High School Stadium Field"
"LMVS Patriots 2001 White U17 Boys NCSL","VYS Titans Black U17 Boys NCSL","U17","Boys","West Potomac HS Stadium"
"LMVS Patriots 2003 Blue U15 Girls NCSL","VIST Freedom FC 03 U15 Girls NCSL","U15","Girls","West Potomac HS Stadium"
"LMVS Patriots 2005 Blue U13 Boys NCSL","FTSC Future Monarchs Gold '05B U13 Boys NCSL","U13","Boys","West Potomac HS Stadium"
"LMVS Patriots 2007 Blue U11 Boys NCSL","BAC United FC U11 Boys NCSL","U11","Boys","Lee District Park #4 Left"
"LMVS Patriots 2006 NCSL White U12 Boys NCSL","GRFL 06B White U12 Boys NCSL","U12","Boys","Lee District Park #4 Left"
"LMVS Patriots 2006 NCSL White U12 Boys NCSL","PAC Elite 06 White U12 Boys NCSL","U12","Boys","Lee District Park #4 Left"
"LMVS Patriots 2006 NCSL Blue U12 Boys NCSL","TCSC 06 Blast Blue U12 Boys NCSL","U12","Boys","Lee District Park #4 Left"
"LMVS Patriots 2007 Blue U11 Boys NCSL","SAC United White U11 Boys NCSL","U11","Boys","Lee District Park #4 Left"
"LMVS Patriots 2003 Blue U15 Boys NCSL","BAC America Mineiro U15 Boys NCSL","U15","Boys","Lee District Park Lee District"
"LMVS Patriots 2005 Blue U13 Boys NCSL","TAFC Team America Academy 2005 U13 Boys NCSL","U13","Boys","Lee District Park Lee District"
"LMVS Patriots 2003 Blue U15 Boys NCSL","DCST White Metros U15 Boys NCSL","U15","Boys","Bull Run Park #1"
"LMVS Patriots 2007 Blue U11 Boys NCSL","VYS 07B White U11 Boys NCSL","U11","Boys","Lee District Park #4 Right"
"LMVS Patriots 2006 NCSL White U12 Boys NCSL","FRED FC Frederick '06 Black U12 Boys NCSL","U12","Boys","Lee District Park #4 Right"
"LMVS Patriots 2006 NCSL Blue U12 Boys NCSL","FRSA ROX 06B Blue U12 Boys NCSL","U12","Boys","Lee District Park #4 Right"
"LMVS Patriots 2003 Blue U15 Boys NCSL","CFC 03B Red U15 Boys NCSL","U15","Boys","Lee District Park Lee District"
"LMVS Patriots 2003 Blue U15 Girls NCSL","VIST Impact FC-03 U15 Girls NCSL","U15","Girls","Lee District Park Lee District"
"LMVS Patriots 2001 White U17 Boys NCSL","BAC Predators U17 Boys NCSL","U17","Boys","Lee District Park Lee District"
"LOUD 06B Silver U12 Boys NCSL","SYA Cardinals '06 Black U12 Boys NCSL","U12","Boys","Conklin Park #2"
"LOUD 05G White U13 Girls NCSL","VYS Spirit White U13 Girls NCSL","U13","Girls","Eastgate Park #1"
"LOUD 06G Silver U12 Girls NCSL","HERN Lightning Silver U12 Girls NCSL","U12","Girls","Conklin Park #2"
