"Home","Away","Age.Group","Field","Gender"
"Ellicott City 2003 U15 Male CCL","Potomac 2003 U15 Male CCL","U15","River Hill HS #Stadium","Boys"
"Virginia Legacy 2003 U15 Male CCL","Beach FC 2003 U15 Male CCL","U15","Warhill Sports Complex #Turf 6","Boys"
"Arlington 2003 U15 Male CCL","Loudoun 2003 U15 Male CCL","U15","Long Bridge Park #3","Boys"
"LMVSC 2003 U15 Female CCL","Fredericksburg FC 2003 U15 Female CCL","U15","Edison High School (EHS) #Stadium","Girls"
"FC Frederick 2003 U15 Female CCL","DC Stoddert 2003 U15 Female CCL","U15","Urbana High School #Stadium","Girls"
"Ellicott City 2003 U15 Female CCL","Potomac 2003 U15 Female CCL","U15","River Hill HS #Stadium","Girls"
"Virginia Legacy 2003 U15 Female CCL","Beach FC 2003 U15 Female CCL","U15","Warhill Sports Complex #Turf 6","Girls"
"Arlington 2003 U15 Female CCL","Loudoun 2003 U15 Female CCL","U15","Greenbrier Park (Yorktown HS) #Stadium","Girls"
"LMVSC 2004 U14 Male CCL","Fredericksburg FC 2004 U14 Male CCL","U14","Edison High School (EHS) #Lower Full","Boys"
"FC Frederick 2004 U14 Male CCL","DC Stoddert 2004 U14 Male CCL","U14","Urbana High School #Stadium","Boys"
"Ellicott City 2004 U14 Male CCL","Potomac 2004 U14 Male CCL","U14","River Hill HS #Stadium","Boys"
"Virginia Legacy 2004 U14 Male CCL","Beach FC 2004 U14 Male CCL","U14","Warhill Sports Complex #Grass 8","Boys"
"Arlington 2004 U14 Male CCL","Loudoun 2004 U14 Male CCL","U14","Long Bridge Park #3","Boys"
"LMVSC 2004 U14 Female CCL","Fredericksburg FC 2004 U14 Female CCL","U14","Edison High School (EHS) #Stadium","Girls"
"FC Frederick 2004 U14 Female CCL","DC Stoddert 2004 U14 Female CCL","U14","Urbana High School #Stadium","Girls"
"Ellicott City 2004 U14 Female CCL","Potomac 2004 U14 Female CCL","U14",,"Girls"
"Virginia Legacy 2004 U14 Female CCL","Beach FC 2004 U14 Female CCL","U14","Warhill Sports Complex #Grass 8","Girls"
"Arlington 2004 U14 Female CCL","Loudoun 2004 U14 Female CCL","U14","Long Bridge Park #4","Girls"
"LMVSC 2005 U13 Male CCL","Fredericksburg FC 2005 U13 Male CCL","U13","Edison High School (EHS) #Lower Full","Boys"
"FC Frederick 2005 U13 Male CCL","DC Stoddert 2005 U13 Male CCL","U13","Urbana High School #Stadium","Boys"
"Ellicott City 2005 U13 Male CCL","Potomac 2005 U13 Male CCL","U13","River Hill HS #Stadium","Boys"
"Virginia Legacy 2005 U13 Male CCL","Beach FC 2005 U13 Male CCL","U13","Warhill Sports Complex #Grass 8","Boys"
"Arlington 2005 U13 Male CCL","Loudoun 2005 U13 Male CCL","U13","Long Bridge Park #3","Boys"
"LMVSC 2005 U13 Female CCL","Fredericksburg FC 2005 U13 Female CCL","U13","Edison High School (EHS) #Lower Full","Girls"
"FC Frederick 2005 U13 Female CCL","DC Stoddert 2005 U13 Female CCL","U13","Urbana High School #Stadium","Girls"
"Ellicott City 2005 U13 Female CCL","Potomac 2005 U13 Female CCL","U13","River Hill HS #Stadium","Girls"
"Virginia Legacy 2005 U13 Female CCL","Beach FC 2005 U13 Female CCL","U13","Warhill Sports Complex #Grass 8","Girls"
"Arlington 2005 U13 Female CCL","Loudoun 2005 U13 Female CCL","U13","Long Bridge Park #3","Girls"
"LMVSC 2006 U12 Male CCL","Fredericksburg FC 2006 U12 Male CCL","U12","Edison High School (EHS) #Lower Left","Boys"
"FC Frederick 2006 U12 Male CCL","DC Stoddert 2006 U12 Male CCL","U12","Urbana High School #Aux","Boys"
"Ellicott City 2006 U12 Male CCL","Potomac 2006 U12 Male CCL","U12","Glenelg Country School #2","Boys"
"Virginia Legacy 2006 U12 Male CCL","Beach FC 2006 U12 Male CCL","U12","Warhill Sports Complex #Grass 4","Boys"
"Arlington 2006 U12 Male CCL","Loudoun 2006 U12 Male CCL","U12","Virginia Highlands #1","Boys"
"LMVSC 2006 U12 Female CCL","Fredericksburg FC 2006 U12 Female CCL","U12","Edison High School (EHS) #Lower Right","Girls"
"FC Frederick 2006 U12 Female CCL","DC Stoddert 2006 U12 Female CCL","U12","Urbana High School #Aux","Girls"
"Ellicott City 2006 U12 Female CCL","Potomac 2006 U12 Female CCL","U12","Glenelg Country School #2","Girls"
"Virginia Legacy 2006 U12 Female CCL","Beach FC 2006 U12 Female CCL","U12","Warhill Sports Complex #Grass 4","Girls"
"Arlington 2006 U12 Female CCL","Loudoun 2006 U12 Female CCL","U12","Virginia Highlands #1","Girls"
"LMVSC 2007 U11 Male CCL","Fredericksburg FC 2007 U11 Male CCL","U11","Edison High School (EHS) #Lower Left","Boys"
"FC Frederick 2007 U11 Male CCL","DC Stoddert 2007 U11 Male CCL","U11","Urbana High School #Aux","Boys"
"Ellicott City 2007 U11 Male CCL","Potomac 2007 U11 Male CCL","U11","Glenelg Country School #2","Boys"
"Virginia Legacy 2007 U11 Male CCL","Beach FC 2007 U11 Male CCL","U11","Warhill Sports Complex #Grass 4","Boys"
"Arlington 2007 U11 Male CCL","Loudoun 2007 U11 Male CCL","U11","Virginia Highlands #1","Boys"
"LMVSC 2007 U11 Female CCL","Fredericksburg FC 2007 U11 Female CCL","U11","Edison High School (EHS) #Lower Right","Girls"
"FC Frederick 2007 U11 Female CCL","DC Stoddert 2007 U11 Female CCL","U11","Urbana High School #Aux","Girls"
"Ellicott City 2007 U11 Female CCL","Potomac 2007 U11 Female CCL","U11",,"Girls"
"Virginia Legacy 2007 U11 Female CCL","Beach FC 2007 U11 Female CCL","U11","Warhill Sports Complex #Grass 4","Girls"
"Arlington 2007 U11 Female CCL","Loudoun 2007 U11 Female CCL","U11","Virginia Highlands #1","Girls"
"Loudoun 2008 U10 Male CCL","McLean 2008 U10 Male CCL","U10","Loudoun Soccer Park #2 C/D","Boys"
"Arlington 2008 U10 Male CCL","DC Stoddert 2008 U10 Male CCL","U10","Williamsburg Middle School #2a","Boys"
"LMVSC 2008 U10 Male CCL","SYA 2008 U10 Male CCL","U10","Lee District Park (LDP) #Left","Boys"
"Ellicott City 2008 U10 Male CCL","NVSC 2008 U10 Male CCL","U10","Chapelgate Christian Academy #Stadium","Boys"
"Loudoun 2008 U10 Female CCL","McLean 2008 U10 Female CCL","U10","Loudoun Soccer Park #1 C/D","Girls"
"Arlington 2008 U10 Female CCL","DC Stoddert 2008 U10 Female CCL","U10","Long Bridge Park #4a","Girls"
"LMVSC 2008 U10 Female CCL","SYA 2008 U10 Female CCL","U10","Lee District Park (LDP) #Right","Girls"
"Ellicott City 2008 U10 Female CCL","NVSC 2008 U10 Female CCL","U10","Chapelgate Christian Academy #Stadium","Girls"
"Arlington 2008 U10 Male CCL","DC Stoddert 2008 U10 Male CCL","U10","Williamsburg Middle School #2a","Boys"
"Arlington 2008 U10 Male CCL","DC Stoddert 2008 U10 Male CCL","U10","Williamsburg Middle School #2b","Boys"
"Arlington 2008 U10 Female CCL","DC Stoddert 2008 U10 Female CCL","U10","Long Bridge Park #4a","Girls"
"Arlington 2008 U10 Female CCL","DC Stoddert 2008 U10 Female CCL","U10","Bluemont Junction","Girls"
"Ellicott City 2008 U10 Male CCL","NVSC 2008 U10 Male CCL","U10","Chapelgate Christian Academy #Upper Back Field","Boys"
"Loudoun 2008 U10 Male CCL","McLean 2008 U10 Male CCL","U10","Loudoun Soccer Park #2 C/D","Boys"
"Loudoun 2008 U10 Male CCL","McLean 2008 U10 Male CCL","U10","Loudoun Soccer Park #2 A/B","Boys"
"Loudoun 2008 U10 Female CCL","McLean 2008 U10 Female CCL","U10","Loudoun Soccer Park #1 C/D","Girls"
"Loudoun 2008 U10 Female CCL","McLean 2008 U10 Female CCL","U10","Loudoun Soccer Park #2 C/D","Girls"
"Potomac 2008 U10 Male CCL","SYC 2008 U10 Male CCL","U10","Muldoon’s Farm #6","Boys"
"Potomac 2008 U10 Female CCL","SYC 2008 U10 Female CCL","U10","Muldoon’s Farm #8","Girls"
"Potomac 2008 U10 Male CCL","SYC 2008 U10 Male CCL","U10","Muldoon’s Farm #6","Boys"
"Potomac 2008 U10 Female CCL","SYC 2008 U10 Female CCL","U10","Muldoon’s Farm #8","Girls"
"Potomac 2008 U10 Male CCL","SYC 2008 U10 Male CCL","U10","Muldoon’s Farm #6","Boys"
"Potomac 2008 U10 Female CCL","SYC 2008 U10 Female CCL","U10","Muldoon’s Farm #8","Girls"
"LMVSC 2008 U10 Male CCL","SYA 2008 U10 Male CCL","U10","Lee District Park (LDP) #Left","Boys"
"LMVSC 2008 U10 Female CCL","SYA 2008 U10 Female CCL","U10","Lee District Park (LDP) #Right","Girls"
"LMVSC 2008 U10 Male CCL","SYA 2008 U10 Male CCL","U10","Lee District Park (LDP) #Left","Boys"
"Loudoun 2009 U09 Male CCL","McLean 2009 U09 Male CCL","U09","Loudoun Soccer Park #1 A/B","Boys"
"Arlington 2009 U09 Male CCL","DC Stoddert 2009 U09 Male CCL","U09","Williamsburg Middle School #2a","Boys"
"LMVSC 2009 U09 Male CCL","SYA 2009 U09 Male CCL","U09","Lee District Park (LDP) #Left","Boys"
"Ellicott City 2009 U09 Male CCL","NVSC 2009 U09 Male CCL","U09","Chapelgate Christian Academy #Stadium","Boys"
"Loudoun 2009 U09 Female CCL","McLean 2009 U09 Female CCL","U09","Loudoun Soccer Park #1 C/D","Girls"
"Arlington 2009 U09 Female CCL","DC Stoddert 2009 U09 Female CCL","U09","Fields Park #1","Girls"
"Potomac 2009 U09 Female CCL","SYC 2009 U09 Female CCL","U09","Muldoon’s Farm #8","Girls"
"LMVSC 2009 U09 Female CCL","SYA 2009 U09 Female CCL","U09","Lee District Park (LDP) #Right","Girls"
"Ellicott City 2009 U09 Female CCL","NVSC 2009 U09 Female CCL","U09",,"Girls"
"Arlington 2009 U09 Male CCL","DC Stoddert 2009 U09 Male CCL","U09","Williamsburg Middle School #2a","Boys"
"Arlington 2009 U09 Male CCL","DC Stoddert 2009 U09 Male CCL","U09","Williamsburg Middle School #2b","Boys"
"Arlington 2009 U09 Female CCL","DC Stoddert 2009 U09 Female CCL","U09","Fields Park #1","Girls"
"Ellicott City 2009 U09 Male CCL","NVSC 2009 U09 Male CCL","U09","Chapelgate Christian Academy #Upper Back Field","Boys"
"Loudoun 2009 U09 Male CCL","McLean 2009 U09 Male CCL","U09","Loudoun Soccer Park #1 A/B","Boys"
"Loudoun 2009 U09 Male CCL","McLean 2009 U09 Male CCL","U09","Loudoun Soccer Park #2 A/B","Boys"
"Loudoun 2009 U09 Female CCL","McLean 2009 U09 Female CCL","U09","Loudoun Soccer Park #1 C/D","Girls"
"Potomac 2009 U09 Male CCL","SYC 2009 U09 Male CCL","U09","Muldoon’s Farm #6","Boys"
"Potomac 2009 U09 Male CCL","SYC 2009 U09 Male CCL","U09","Muldoon’s Farm #6","Boys"
"Potomac 2009 U09 Female CCL","SYC 2009 U09 Female CCL","U09","Muldoon’s Farm #8","Girls"
"Potomac 2009 U09 Male CCL","SYC 2009 U09 Male CCL","U09","Muldoon’s Farm #6","Boys"
"Potomac 2009 U09 Female CCL","SYC 2009 U09 Female CCL","U09","Muldoon’s Farm #8","Girls"
"LMVSC 2009 U09 Male CCL","SYA 2009 U09 Male CCL","U09","Lee District Park (LDP) #Left","Boys"
"LMVSC 2009 U09 Female CCL","SYA 2009 U09 Female CCL","U09","Lee District Park (LDP) #Right","Girls"
"Virginia Legacy 1999 U19 Male CCL","SOCA 1999 U19 Male CCL","U19","Warhill Sports Complex #Turf 6","Boys"
"Virginia Legacy 1999 U19 Female CCL","SOCA 1999 U19 Female CCL","U19","Warhill Sports Complex #Turf 6","Girls"
"Virginia Legacy 2000 U18 Male CCL","SOCA 2000 U18 Male CCL","U18","Warhill Sports Complex #Turf 3","Boys"
"Virginia Legacy 2000 U18 Female CCL","SOCA 2000 U18 Female CCL","U18",,"Girls"
"Virginia Legacy 2001 U17 Male CCL","SOCA 2001 U17 Male CCL","U17","Warhill Sports Complex #Turf 3","Boys"
"Virginia Legacy 2001 U17 Female CCL","SOCA 2001 U17 Female CCL","U17","Warhill Sports Complex #Turf 6","Girls"
"Virginia Legacy 2002 U16 Male CCL","SOCA 2002 U16 Male CCL","U16","Warhill Sports Complex #Turf 3","Boys"
"Virginia Legacy 2002 U16 Female CCL","SOCA 2002 U16 Female CCL","U16","Warhill Sports Complex #Turf 6","Girls"
"Loudoun 2005 U13 Male CCL","Ellicott City 2005 U13 Male CCL","U13","Loudoun Soccer Park #1","Boys"
"Loudoun 2001 U17 Male CCL","DC Stoddert 2001 U17 Male CCL","U17","Riverside High School #Stadium Field","Boys"
"Loudoun 2002 U16 Male CCL","DC Stoddert 2002 U16 Male CCL","U16","Riverside High School #Stadium Field","Boys"
"Potomac 1999 U19 Female CCL","FC Richmond 1999 U19 Female CCL","U19",,"Girls"
"Loudoun 1999 U19 Female CCL","SYA 1999 U19 Female CCL","U19",,"Girls"
"Fredericksburg FC 1999 U19 Female CCL","Loudoun 1999 U19 Female CCL","U19",,"Girls"
"NVSC 1999 U19 Female CCL","FC Richmond 1999 U19 Female CCL","U19",,"Girls"
"Potomac 2000 U18 Male CCL","FC Richmond 2000 U18 Male CCL","U18","RiverCity SportsPlex #2","Boys"
"Ellicott City 2000 U18 Female CCL","Roanoke Star 2000 U18 Female CCL","U18",,"Girls"
"NVSC 2000 U18 Female CCL","FC Richmond 2000 U18 Female CCL","U18","RiverCity SportsPlex #7","Girls"
"Roanoke Star 2000 U18 Female CCL","FC Frederick 2000 U18 Female CCL","U18","RiverCity SportsPlex #7","Girls"
"McLean 1999 U19 Male CCL","Loudoun 1999 U19 Male CCL","U19","Lewinsville Park #2","Boys"
"Potomac 1999 U19 Male CCL","SYA 1999 U19 Male CCL","U19",,"Boys"
"Beach FC 1999 U19 Male CCL","Arlington 1999 U19 Male CCL","U19","Norfolk Collegiate High School #2","Boys"
"McLean 1999 U19 Female CCL","Loudoun 1999 U19 Female CCL","U19",,"Girls"
"Potomac 1999 U19 Female CCL","SYA 1999 U19 Female CCL","U19",,"Girls"
"McLean 2000 U18 Male CCL","Loudoun 2000 U18 Male CCL","U18","Lewinsville Park #2","Boys"
"Virginia Legacy 2000 U18 Male CCL","NVSC 2000 U18 Male CCL","U18","Warhill Sports Complex #Turf 4","Boys"
"LMVSC 2000 U18 Male CCL","Roanoke Star 2000 U18 Male CCL","U18",,"Boys"
"Beach FC 2000 U18 Male CCL","Arlington 2000 U18 Male CCL","U18","Norfolk Collegiate High School #2","Boys"
"McLean 2000 U18 Female CCL","Loudoun 2000 U18 Female CCL","U18","Lewinsville Park #2","Girls"
"SYA 2000 U18 Female CCL","Potomac 2000 U18 Female CCL","U18","Centreville High School #Practice Turf","Girls"
"LMVSC 2000 U18 Female CCL","Roanoke Star 2000 U18 Female CCL","U18",,"Girls"
"McLean 2001 U17 Male CCL","Loudoun 2001 U17 Male CCL","U17","Lewinsville Park #2","Boys"
"SYA 2001 U17 Male CCL","Potomac 2001 U17 Male CCL","U17","Centreville High School #Practice Turf","Boys"
"Virginia Legacy 2001 U17 Male CCL","NVSC 2001 U17 Male CCL","U17","Warhill Sports Complex #Turf 4","Boys"
"Beach FC 2001 U17 Male CCL","Arlington 2001 U17 Male CCL","U17","Norfolk Collegiate High School #1","Boys"
"McLean 2001 U17 Female CCL","Loudoun 2001 U17 Female CCL","U17",,"Girls"
"SYA 2001 U17 Female CCL","Potomac 2001 U17 Female CCL","U17","Centreville High School #Stadium","Girls"
"McLean 2002 U16 Male CCL","Loudoun 2002 U16 Male CCL","U16",,"Boys"
"SYA 2002 U16 Male CCL","Potomac 2002 U16 Male CCL","U16","Centreville High School #Practice Turf","Boys"
"Virginia Legacy 2002 U16 Male CCL","NVSC 2002 U16 Male CCL","U16","Warhill Sports Complex #Turf 4","Boys"
"Beach FC 2002 U16 Male CCL","Arlington 2002 U16 Male CCL","U16","Norfolk Collegiate High School #1","Boys"
"McLean 2002 U16 Female CCL","Loudoun 2002 U16 Female CCL","U16",,"Girls"
"SYA 2002 U16 Female CCL","Potomac 2002 U16 Female CCL","U16","Centreville High School #Stadium","Girls"
"SOCA 1999 U19 Male CCL","Ellicott City 1999 U19 Male CCL","U19","Charlottesville HS","Boys"
"Beach FC 1999 U19 Male CCL","NVSC 1999 U19 Male CCL","U19","Norfolk Collegiate High School #2","Boys"
"SOCA 1999 U19 Female CCL","Ellicott City 1999 U19 Female CCL","U19","Charlottesville HS","Girls"
"McLean 1999 U19 Female CCL","Potomac 1999 U19 Female CCL","U19",,"Girls"
"SOCA 2000 U18 Male CCL","Ellicott City 2000 U18 Male CCL","U18","Charlottesville HS","Boys"
"Beach FC 2000 U18 Male CCL","NVSC 2000 U18 Male CCL","U18","Norfolk Collegiate High School #2","Boys"
"SOCA 2000 U18 Female CCL","Ellicott City 2000 U18 Female CCL","U18","Charlottesville HS","Girls"
"McLean 2000 U18 Female CCL","Potomac 2000 U18 Female CCL","U18","Lewinsville Park #2","Girls"
"SOCA 2001 U17 Male CCL","Ellicott City 2001 U17 Male CCL","U17","Charlottesville HS","Boys"
"Beach FC 2001 U17 Male CCL","NVSC 2001 U17 Male CCL","U17","Norfolk Collegiate High School #1","Boys"
"McLean 2001 U17 Male CCL","Potomac 2001 U17 Male CCL","U17","Lewinsville Park #2","Boys"
"SOCA 2001 U17 Female CCL","Ellicott City 2001 U17 Female CCL","U17","Charlottesville HS","Girls"
"McLean 2001 U17 Female CCL","Potomac 2001 U17 Female CCL","U17","Lewinsville Park #2","Girls"
"SOCA 2002 U16 Male CCL","Ellicott City 2002 U16 Male CCL","U16","Charlottesville HS","Boys"
"Beach FC 2002 U16 Male CCL","NVSC 2002 U16 Male CCL","U16","Norfolk Collegiate High School #1","Boys"
"McLean 2002 U16 Male CCL","Potomac 2002 U16 Male CCL","U16","Lewinsville Park #3","Boys"
"SOCA 2002 U16 Female CCL","Ellicott City 2002 U16 Female CCL","U16","Charlottesville HS","Girls"
"McLean 2002 U16 Female CCL","Potomac 2002 U16 Female CCL","U16","Lewinsville Park #3","Girls"
"Ellicott City 2000 U18 Male CCL","Virginia Legacy 2000 U18 Male CCL","U18","RiverCity SportsPlex #3","Boys"
"Ellicott City 2001 U17 Male CCL","Virginia Legacy 2001 U17 Male CCL","U17","RiverCity SportsPlex #1","Boys"
"Ellicott City 2002 U16 Male CCL","Virginia Legacy 2002 U16 Male CCL","U16","Stratton Park  #2","Boys"
"Potomac 1999 U19 Male CCL","FC Richmond 1999 U19 Male CCL","U19","RiverCity SportsPlex #3","Boys"
"DC Stoddert 1999 U19 Female CCL","McLean 1999 U19 Female CCL","U19","South County Middle School","Girls"
"DC Stoddert 1999 U19 Male CCL","McLean 1999 U19 Male CCL","U19","Hayfield High School Stadium","Boys"
"Loudoun 1999 U19 Male CCL","SYA 1999 U19 Male CCL","U19","Loudoun Soccer Park #2","Boys"
"Fredericksburg FC 1999 U19 Male CCL","Loudoun 1999 U19 Male CCL","U19","RiverCity SportsPlex #5","Boys"
"Beach FC 1999 U19 Female CCL","Potomac 1999 U19 Female CCL","U19","RiverCity SportsPlex #8","Girls"
"NVSC 1999 U19 Female CCL","DC Stoddert 1999 U19 Female CCL","U19","RiverCity SportsPlex #1","Girls"
"Loudoun 1999 U19 Male CCL","LMVSC 1999 U19 Male CCL","U19","RiverCity SportsPlex #3","Boys"
"Loudoun 1999 U19 Female CCL","LMVSC 1999 U19 Female CCL","U19","RiverCity SportsPlex #7","Girls"
"DC Stoddert 1999 U19 Male CCL","Fredericksburg FC 1999 U19 Male CCL","U19","RiverCity SportsPlex #6","Boys"
"DC Stoddert 1999 U19 Female CCL","McLean 1999 U19 Female CCL","U19","RiverCity SportsPlex #8","Girls"
"Ellicott City 1999 U19 Female CCL","FC Richmond 1999 U19 Female CCL","U19","RiverCity SportsPlex #7","Girls"
"Virginia Legacy 1999 U19 Male CCL","Arlington 1999 U19 Male CCL","U19","RiverCity SportsPlex #6","Boys"
"Ellicott City 1999 U19 Female CCL","Virginia Legacy 1999 U19 Female CCL","U19","RiverCity SportsPlex #8","Girls"
"Beach FC 1999 U19 Female CCL","Loudoun 1999 U19 Female CCL","U19","RiverCity SportsPlex #8","Girls"
"LMVSC 1999 U19 Female CCL","Fredericksburg FC 1999 U19 Female CCL","U19",,"Girls"
"Roanoke Star 2000 U18 Male CCL","FC Frederick 2000 U18 Male CCL","U18",,"Boys"
"DC Stoddert 2000 U18 Male CCL","McLean 2000 U18 Male CCL","U18",,"Boys"
"Loudoun 2000 U18 Male CCL","SYA 2000 U18 Male CCL","U18","Loudoun Soccer Park #1","Boys"
"Ellicott City 2000 U18 Male CCL","Roanoke Star 2000 U18 Male CCL","U18",,"Boys"
"Fredericksburg FC 2000 U18 Male CCL","Loudoun 2000 U18 Male CCL","U18","RiverCity SportsPlex #6","Boys"
"NVSC 2000 U18 Male CCL","FC Richmond 2000 U18 Male CCL","U18",,"Boys"
"SYA 2000 U18 Male CCL","Potomac 2000 U18 Male CCL","U18","RiverCity SportsPlex #2","Boys"
"Loudoun 2000 U18 Male CCL","LMVSC 2000 U18 Male CCL","U18","RiverCity SportsPlex #2","Boys"
"DC Stoddert 2000 U18 Male CCL","Fredericksburg FC 2000 U18 Male CCL","U18","RiverCity SportsPlex #6","Boys"
"Ellicott City 2000 U18 Male CCL","FC Richmond 2000 U18 Male CCL","U18","RiverCity SportsPlex #2","Boys"
"Virginia Legacy 2000 U18 Male CCL","Arlington 2000 U18 Male CCL","U18","RiverCity SportsPlex #5","Boys"
"Potomac 2000 U18 Female CCL","FC Richmond 2000 U18 Female CCL","U18",,"Girls"
"DC Stoddert 2000 U18 Female CCL","McLean 2000 U18 Female CCL","U18","Long Bridge Park #4","Girls"
"Loudoun 2000 U18 Female CCL","SYA 2000 U18 Female CCL","U18","Loudoun Soccer Park #1","Girls"
"Fredericksburg FC 2000 U18 Female CCL","Loudoun 2000 U18 Female CCL","U18","RiverCity SportsPlex #8","Girls"
"Loudoun 2000 U18 Female CCL","LMVSC 2000 U18 Female CCL","U18","RiverCity SportsPlex #7","Girls"
"DC Stoddert 2000 U18 Female CCL","Fredericksburg FC 2000 U18 Female CCL","U18","RiverCity SportsPlex #9","Girls"
"Ellicott City 2000 U18 Female CCL","FC Richmond 2000 U18 Female CCL","U18",,"Girls"
"Virginia Legacy 2000 U18 Female CCL","Arlington 2000 U18 Female CCL","U18","RiverCity SportsPlex #8","Girls"
"Potomac 2000 U18 Female CCL","FC Frederick 2000 U18 Female CCL","U18","RiverCity SportsPlex #7","Girls"
"Potomac 2000 U18 Male CCL","FC Frederick 2000 U18 Male CCL","U18","RiverCity SportsPlex #2","Boys"
"Ellicott City 2000 U18 Female CCL","Virginia Legacy 2000 U18 Female CCL","U18","RiverCity SportsPlex #1","Girls"
"NVSC 2000 U18 Female CCL","Ellicott City 2000 U18 Female CCL","U18","RiverCity SportsPlex #7","Girls"
"Ellicott City 2000 U18 Female CCL","Potomac 2000 U18 Female CCL","U18","RiverCity SportsPlex #1","Girls"
"Ellicott City 2000 U18 Male CCL","NVSC 2000 U18 Male CCL","U18","RiverCity SportsPlex #2","Boys"
"Roanoke Star 2000 U18 Male CCL","FC Frederick 2000 U18 Male CCL","U18",,"Boys"
"Potomac 2001 U17 Male CCL","FC Richmond 2001 U17 Male CCL","U17","RiverCity SportsPlex #2","Boys"
"DC Stoddert 2001 U17 Male CCL","McLean 2001 U17 Male CCL","U17",,"Boys"
"Loudoun 2001 U17 Male CCL","SYA 2001 U17 Male CCL","U17","Loudoun Soccer Park #2","Boys"
"Fredericksburg FC 2001 U17 Male CCL","Loudoun 2001 U17 Male CCL","U17","RiverCity SportsPlex #6","Boys"
"Loudoun 2001 U17 Male CCL","LMVSC 2001 U17 Male CCL","U17","RiverCity SportsPlex #5","Boys"
"DC Stoddert 2001 U17 Male CCL","Fredericksburg FC 2001 U17 Male CCL","U17","RiverCity SportsPlex #6","Boys"
"Potomac 2001 U17 Female CCL","FC Richmond 2001 U17 Female CCL","U17","RiverCity SportsPlex #4","Girls"
