"GMDATE","GMTIME","GAMECODE","HOME_TEAMCODE","HOME_TEAM","FINAL1","FINAL2","AWAY_TEAMCODE","AWAY_TEAM","FIELD","DIVISION","LEAGUE"
"10/22/2017","03:00 PM","72","OD0903B","BRYC Dragons",3,2,"OD0919B","RWFC Barrio Boys Elite 09","Pine Ridge Park Field #6A","U09 Boys Div Jefferson","ODSL"
"10/28/2017","10:30 AM","502","OD0806G","BRYC Lightning",1,2,"OD0841G","PWSI Courage Girls 2008 Pride","Pine Ridge Park Field #6A","U10 Division G1","ODSL"
"10/28/2017","12:00 PM","961","OD0735G","BRYC Phoenix",0,6,"OD0717G","WIN United 2007G Blue","Pine Ridge Park Field #4A","U11 Division G2","ODSL"
"10/28/2017","04:30 PM","1334","OD0660B","BRYC Bulldogs",3,0,"OD0662B","PAC Elite 06 Gold","Pine Ridge Park Field #6B","U12 Division B3","ODSL"
"10/29/2017","09:00 AM","702","OD0703B","BRYC Fireballs",2,2,"OD0723B","CFC 07B Red","Pine Ridge Park Field #6A","U11 Division B1","ODSL"
"10/29/2017","10:30 AM","1276","OD0604B","BRYC Blaze",3,3,"OD0664B","STAF Revolution 06B White","Pine Ridge Park Field #6A","U12 Division B2","ODSL"
"10/29/2017","10:30 AM","226","OD0920G","BRYC Shooting Stars",9,0,"OD0916G","BRYC Lightning Bolts","Pine Ridge Park Field #6B","U09 Girls Div Calypso","ODSL"
"10/29/2017","12:00 PM","1477","OD0650G","BRYC Stars",0,4,"OD0667G","CULP CSC Comets 06G","Pine Ridge Park Field #6A","U12 Division G1","ODSL"
"10/29/2017","12:00 PM","321","OD0807B","BRYC TigerSharks",4,1,"OD0819B","BRYC Thunder","Pine Ridge Park Field #6B","U10 Division B1","ODSL"
"10/29/2017","01:30 PM","1478","OD0639G","BRYC Fireballs",3,1,"OD0668G","LOUD 06G Gray","Pine Ridge Park Field #6A","U12 Division G1","ODSL"
"10/29/2017","01:30 PM","532","OD0806G","BRYC Lightning",1,1,"OD0836G","BRYC Spirit","Pine Ridge Park Field #6B","U10 Division G1","ODSL"
"10/29/2017","02:00 PM","1682","OD0511B","BRYC United",1,3,"OD0594B","PWSI Courage Boys 2005 Classic","Woodson HS Stadium Turf","U13 Division B1","ODSL"
"10/29/2017","03:00 PM","77","OD0903B","BRYC Dragons",2,3,"OD0901B","ALEX 09 Boys Black","Pine Ridge Park Field #6A","U09 Boys Div Jefferson","ODSL"
"10/29/2017","03:30 PM","1921","OD0595G","BRYC Promise",0,0,"OD0581G","LOUD 05G Gray","Woodson HS Stadium Turf","U13 Division G1","ODSL"
"11/04/2017","10:30 AM","728","OD0703B","BRYC Fireballs",7,0,"OD0730B","ABGC United FC Red 07B","Pine Ridge Park Field #6A","U11 Division B1","ODSL"
"11/05/2017","09:00 AM","231","OD0916G","BRYC Lightning Bolts",0,0,"OD0915G","ARL 09G Silver","Pine Ridge Park Field #6A","U09 Girls Div Calypso","ODSL"
"11/05/2017","10:30 AM","323","OD0819B","BRYC Thunder",2,1,"OD0805B","ARL 08B Silver","Pine Ridge Park Field #6B","U10 Division B1","ODSL"
"11/05/2017","10:30 AM","980","OD0735G","BRYC Phoenix",0,13,"OD0738G","PWSI Courage Girls 2007 Pride","Pine Ridge Park Field #6A","U11 Division G2","ODSL"
"11/05/2017","12:00 PM","539","OD0836G","BRYC Spirit",0,0,"OD0837G","CFC 08G White","Pine Ridge Park Field #6B","U10 Division G1","ODSL"
"11/05/2017","12:00 PM","982","OD0728G","BRYC Griffins",5,2,"OD0741G","FRED FC Frederick �07 White","Pine Ridge Park Field #6A","U11 Division G2","ODSL"
"11/05/2017","01:30 PM","1332","OD0660B","BRYC Bulldogs",3,0,"OD0661B","FSCI Vasquez Academy 06","Pine Ridge Park Field #6A","U12 Division B3","ODSL"
"11/12/2017","09:00 AM","510","OD0836G","BRYC Spirit",0,3,"OD0841G","PWSI Courage Girls 2008 Pride","Woodson HS West Turf SS2","U10 Division G1","ODSL"
"11/12/2017","10:30 AM","328","OD0807B","BRYC TigerSharks",2,3,"OD0822B","MSC Lions 08 Gold","Woodson HS West Turf SS1","U10 Division B1","ODSL"
"11/12/2017","10:30 AM","984","OD0728G","BRYC Griffins",4,0,"OD0739G","TAFC 07 Freedom","Woodson HS West Turf SS2","U11 Division G2","ODSL"
"11/12/2017","12:00 PM","985","OD0735G","BRYC Phoenix",2,4,"OD0736G","CULP CSC Comets 07G","Woodson HS West Turf SS2","U11 Division G2","ODSL"
"11/12/2017","01:30 PM","1483","OD0665G","BRYC Tornados",4,0,"OD0647G","TCSC Freedom","Woodson HS West Turf SS2","U12 Division G1","ODSL"
"11/12/2017","05:30 PM","542","OD0806G","BRYC Lightning",3,1,"OD0837G","CFC 08G White","Pine Ridge Park Field #6B","U10 Division G1","ODSL"
"09/09/2017","12:00 PM","529","OD0837G","CFC 08G White",2,3,"OD0802G","ARL 08G Gold","Watkins ES","U10 Division G1","ODSL"
"09/10/2017","10:30 AM","754","OD0651B","CFC 07B White",0,0,"OD0716B","WIN United 2007B Blue","Watkins ES","U11 Division B2","ODSL"
"09/10/2017","12:00 PM","53","OD0904B","CFC 09B White",1,8,"OD0902B","ARL 09B Gold","Watkins ES","U09 Boys Div Jefferson","ODSL"
"09/10/2017","02:30 PM","2403","OD03129G","CFC 03G Soth",1,6,"OD01147G","BRDW Lynx","Trinidad Rec. Center","U15-16 Division G1","ODSL"
"09/16/2017","12:00 PM","1480","OD0666G","CFC 06G White",2,7,"OD0650G","BRYC Stars","Watkins ES","U12 Division G1","ODSL"
"09/17/2017","12:00 PM","354","OD0832B","CFC 08B Red",1,1,"OD0812B","LOUD 08B Gray","Watkins ES","U10 Division B2","ODSL"
"09/24/2017","10:30 AM","710","OD0723B","CFC 07B Red",2,1,"OD0614B","VYS 07B Silver","Watkins ES","U11 Division B1","ODSL"
"09/24/2017","12:00 PM","1461","OD0666G","CFC 06G White",1,4,"OD0638G","ARL 06G Silver","Watkins ES","U12 Division G1","ODSL"
"09/24/2017","01:30 PM","514","OD0837G","CFC 08G White",0,4,"OD0840G","LFC Thunder","Watkins ES","U10 Division G1","ODSL"
"10/01/2017","10:30 AM","765","OD0651B","CFC 07B White",2,1,"OD0732B","GSC 07 Boys","Watkins ES","U11 Division B2","ODSL"
"10/01/2017","02:30 PM","1910","OD0588G","CFC 05G Red",0,4,"OD0513G","CCS FC Fury","Trinidad Rec. Center","U13 Division G1","ODSL"
"10/15/2017","10:30 AM","719","OD0723B","CFC 07B Red",4,0,"OD0704B","CYA 07B Black","Watkins ES","U11 Division B1","ODSL"
"10/15/2017","12:00 PM","525","OD0837G","CFC 08G White",0,7,"OD0841G","PWSI Courage Girls 2008 Pride","Watkins ES","U10 Division G1","ODSL"
"10/15/2017","01:30 PM","69","OD0904B","CFC 09B White",1,1,"OD0903B","BRYC Dragons","Watkins ES","U09 Boys Div Jefferson","ODSL"
"10/15/2017","02:30 PM","2419","OD03129G","CFC 03G Soth",0,6,"OD02146G","PWSI Courage Girls 2002 Pride","Trinidad Rec. Center","U15-16 Division G1","ODSL"
"10/21/2017","12:00 PM","368","OD0832B","CFC 08B Red",7,2,"OD0828B","GSC 08 Boys Black","Watkins ES","U10 Division B2","ODSL"
"10/22/2017","10:30 AM","74","OD0904B","CFC 09B White",6,1,"OD0908B","VSA 09B Jr Academy Pogba","Watkins ES","U09 Boys Div Jefferson","ODSL"
"10/22/2017","12:00 PM","1472","OD0666G","CFC 06G White",1,4,"OD0667G","CULP CSC Comets 06G","Watkins ES","U12 Division G1","ODSL"
"10/22/2017","01:30 PM","773","OD0651B","CFC 07B White",3,1,"OD0708B","FRSA ROX 07B Blue","Watkins ES","U11 Division B2","ODSL"
"10/22/2017","02:30 PM","2424","OD03129G","CFC 03G Soth",2,0,"OD03128G","ABGC United 03G","Trinidad Rec. Center","U15-16 Division G1","ODSL"
"10/28/2017","12:00 PM","708","OD0723B","CFC 07B Red",3,0,"OD0614B","VYS 07B Silver","Watkins ES","U11 Division B1","ODSL"
"10/28/2017","04:00 PM","1919","OD0588G","CFC 05G Red",0,3,"OD0596G","SCSL Lightning","Rosedale Rec Center, DC full sided field","U13 Division G1","ODSL"
"10/29/2017","10:30 AM","75","OD0904B","CFC 09B White",3,1,"OD0906B","GSC 09 Boys White","Watkins ES","U09 Boys Div Jefferson","ODSL"
"10/29/2017","12:00 PM","371","OD0832B","CFC 08B Red",6,2,"OD0801B","ALEX 08 Boys Silver","Watkins ES","U10 Division B2","ODSL"
"10/29/2017","01:30 PM","535","OD0837G","CFC 08G White",0,3,"OD0839G","GSC 08 Girls White","Watkins ES","U10 Division G1","ODSL"
"10/29/2017","02:30 PM","2425","OD03129G","CFC 03G Soth",0,6,"OD0296G","SCSL Shenandoah Storm","Trinidad Rec. Center","U15-16 Division G1","ODSL"
"11/04/2017","06:00 PM","1925","OD0588G","CFC 05G Red",0,0,"OD0595G","BRYC Promise","Ridge Road Rec Center � DC full-sided field","U13 Division G1","ODSL"
"11/05/2017","10:30 AM","781","OD0651B","CFC 07B White",3,1,"OD0634B","VSA 07B Pre Academy Select Red","Watkins ES","U11 Division B2","ODSL"
"11/05/2017","02:30 PM","1922","OD0588G","CFC 05G Red",2,1,"OD0401G","ALEX 05 Girls Blue","Trinidad Rec. Center","U13 Division G1","ODSL"
"11/12/2017","10:30 AM","733","OD0723B","CFC 07B Red",3,0,"OD0730B","ABGC United FC Red 07B","Palisades","U11 Division B1","ODSL"
"11/12/2017","12:00 PM","1485","OD0666G","CFC 06G White",0,4,"OD0668G","LOUD 06G Gray","Palisades","U12 Division G1","ODSL"
"11/12/2017","01:30 PM","378","OD0832B","CFC 08B Red",2,5,"OD0829B","MSC Lions 08 Black","Palisades","U10 Division B2","ODSL"
"09/10/2017","06:00 PM","2803","OD01156B","CHAN United 01",0,8,"OD0199B","BRDW Lynx B01","Poplar Tree Park #2","HS Division B1","ODSL"
"10/01/2017","03:30 PM","2415","OD03118G","CHAN Spirit 03 Blue",4,2,"OD03129G","CFC 03G Soth","Poplar Tree Park #2","U15-16 Division G1","ODSL"
"10/15/2017","08:00 AM","2819","OD01156B","CHAN United 01",0,4,"OD01154B","RWFC Vipers FC","Poplar Tree Park #2","HS Division B1","ODSL"
"10/22/2017","04:00 PM","2824","OD01156B","CHAN United 01",1,7,"OD97172B","SCSL Maxx 2","Poplar Tree Park #2","HS Division B1","ODSL"
"10/29/2017","10:00 AM","2825","OD01156B","CHAN United 01",3,0,"OD01157B","FFC 01 Boys Red","Poplar Tree Park #2","HS Division B1","ODSL"
"10/29/2017","12:00 PM","2428","OD03118G","CHAN Spirit 03 Blue",3,0,"OD03128G","ABGC United 03G","Poplar Tree Park #2","U15-16 Division G1","ODSL"
"11/05/2017","03:30 PM","2430","OD03118G","CHAN Spirit 03 Blue",1,3,"OD02146G","PWSI Courage Girls 2002 Pride","Poplar Tree Park #2","U15-16 Division G1","ODSL"
"11/12/2017","03:00 PM","2407","OD03118G","CHAN Spirit 03 Blue",2,3,"OD0296G","SCSL Shenandoah Storm","Poplar Tree Park #2","U15-16 Division G1","ODSL"
"09/10/2017","01:00 PM","1902","OD0513G","CCS FC Fury",6,2,"OD0581G","LOUD 05G Gray","Clarke County Park Field #1","U13 Division G1","ODSL"
"09/17/2017","01:00 PM","1905","OD0513G","CCS FC Fury",11,0,"OD0401G","ALEX 05 Girls Blue","Clarke County Park Field #1","U13 Division G1","ODSL"
"09/24/2017","01:00 PM","1908","OD0513G","CCS FC Fury",4,0,"OD0595G","BRYC Promise","Clarke County Park Field #1","U13 Division G1","ODSL"
"10/22/2017","10:30 AM","1916","OD0513G","CCS FC Fury",16,0,"OD0596G","SCSL Lightning","Clarke County Park Field #1","U13 Division G1","ODSL"
"09/09/2017","12:00 PM","2101","OD0448B","CYC Cougars 04B Royal",1,1,"OD0479B","DFC Loudoun Timberwolves","Baileys ES Turf Field","U14 Division B1","ODSL"
"09/10/2017","12:00 PM","2302","OD04119G","CYC Cougars 04G",1,2,"OD03112G","WBSC Strikers 04G Blue","Baileys ES Turf Field","U14 Division G2","ODSL"
"09/24/2017","12:00 PM","2308","OD04119G","CYC Cougars 04G",2,2,"OD04120G","EPIC Blue","Baileys ES Turf Field","U14 Division G2","ODSL"
"10/01/2017","12:00 PM","2116","OD0448B","CYC Cougars 04B Royal",2,1,"OD03127B","HCFC Harrisonburg City F.C. 04","Baileys ES Turf Field","U14 Division B1","ODSL"
"10/15/2017","11:00 AM","2124","OD0448B","CYC Cougars 04B Royal",2,5,"OD04115B","WBSC STRIKERS 04B BLUE","Baileys ES Turf Field","U14 Division B1","ODSL"
"10/21/2017","01:00 PM","2317","OD04119G","CYC Cougars 04G",6,2,"OD04124G","SYA Wolves","Baileys ES Turf Field","U14 Division G2","ODSL"
"10/28/2017","01:00 PM","2135","OD0448B","CYC Cougars 04B Royal",1,0,"OD03126B","RWFC VA Allstars FC","Baileys ES Turf Field","U14 Division B1","ODSL"
"10/29/2017","12:00 PM","2320","OD04119G","CYC Cougars 04G",0,4,"OD04123G","PWSI Courage Girls 2004 Classic","Baileys ES Turf Field","U14 Division G2","ODSL"
"11/04/2017","01:00 PM","2106","OD0448B","CYC Cougars 04B Royal",2,1,"OD0480B","DFC Western Loudoun United","Baileys ES Turf Field","U14 Division B1","ODSL"
"11/05/2017","12:00 PM","2136","OD0448B","CYC Cougars 04B Royal",0,2,"OD04106B","RWFC Bayern Munich","Baileys ES Turf Field","U14 Division B1","ODSL"
"09/10/2017","12:30 PM","403","OD0827B","CULP CSC Comets 08B",10,4,"OD0833B","CYA 08 White","Culpeper Complex Field #6B","U10 Division B3","ODSL"
"09/10/2017","12:30 PM","954","OD0736G","CULP CSC Comets 07G",3,4,"OD0728G","BRYC Griffins","Culpeper Complex Field #1","U11 Division G2","ODSL"
"09/10/2017","04:00 PM","2152","OD04116B","CULP CSC Comets 04B",2,0,"OD04101B","LOUD 04B Silver","Culpeper Complex Field #3","U14 Division B2","ODSL"
"09/16/2017","05:00 PM","1484","OD0667G","CULP CSC Comets 06G",2,3,"OD0639G","BRYC Fireballs","Culpeper Complex Field #1","U12 Division G1","ODSL"
"10/01/2017","11:00 AM","1466","OD0667G","CULP CSC Comets 06G",5,0,"OD0647G","TCSC Freedom","Culpeper Complex Field #2","U12 Division G1","ODSL"
"10/01/2017","12:30 PM","411","OD0827B","CULP CSC Comets 08B",6,3,"OD0821B","GRFL 08 Lazio White","Culpeper Complex Field #6B","U10 Division B3","ODSL"
"10/01/2017","12:30 PM","965","OD0736G","CULP CSC Comets 07G",5,2,"OD0741G","FRED FC Frederick �07 White","Culpeper Complex Field #2","U11 Division G2","ODSL"
"10/15/2017","11:00 AM","1470","OD0667G","CULP CSC Comets 06G",2,5,"OD0638G","ARL 06G Silver","Culpeper Complex Field #1","U12 Division G1","ODSL"
"10/15/2017","11:00 AM","415","OD0827B","CULP CSC Comets 08B",3,3,"OD0834B","CYA 08B Black","Culpeper Complex Field #6B","U10 Division B3","ODSL"
"10/15/2017","04:30 PM","2172","OD04116B","CULP CSC Comets 04B",3,2,"OD04118B","TAFC Team America 2004 Revolution","Culpeper Complex Field #4","U14 Division B2","ODSL"
"10/22/2017","11:00 AM","973","OD0736G","CULP CSC Comets 07G",3,4,"OD0737G","LOUD 07G Gray","Culpeper Complex Field #2","U11 Division G2","ODSL"
"10/29/2017","01:00 PM","2182","OD04116B","CULP CSC Comets 04B",NA,NA,"OD04110B","TCSC 04 Sounders FC","Culpeper Complex Field #3","U14 Division B2","ODSL"
"11/04/2017","02:00 PM","427","OD0827B","CULP CSC Comets 08B",7,1,"OD0825B","VSA 08B Jr Academy Pogba","Culpeper Complex Field #6B","U10 Division B3","ODSL"
"11/05/2017","11:00 AM","981","OD0736G","CULP CSC Comets 07G",NA,NA,"OD0737G","LOUD 07G Gray","Emerald Hill ES","U11 Division G2","ODSL"
"11/05/2017","02:00 PM","1482","OD0667G","CULP CSC Comets 06G",2,5,"OD0462G","VSA 06G Pre Academy Select Red","Emerald Hill ES","U12 Division G1","ODSL"
"09/16/2017","03:00 PM","703","OD0731B","CVFC Silver",5,2,"OD0704B","CYA 07B Black","Stone Robinson Elementary Field 1","U11 Division B1","ODSL"
"09/24/2017","03:00 PM","712","OD0731B","CVFC Silver",5,2,"OD0703B","BRYC Fireballs","Stone Robinson Elementary Field 1","U11 Division B1","ODSL"
"10/22/2017","03:00 PM","724","OD0731B","CVFC Silver",1,6,"OD0723B","CFC 07B Red","Stone Robinson Elementary Field 1","U11 Division B1","ODSL"
"11/12/2017","03:00 PM","736","OD0731B","CVFC Silver",1,7,"OD0701B","ARL 07B Silver","Stone Robinson Elementary Field 1","U11 Division B1","ODSL"
"09/10/2017","12:00 PM","1653","OD0575B","DFC Scorpions",13,1,"OD0526B","LOUD 05B Gray","Bull Run Regional Park Field 2","U13 Division B1","ODSL"
"09/16/2017","09:00 AM","2102","OD0480B","DFC Western Loudoun United",4,0,"OD03104B","IFC International FC","Evergreen Sportsplex Field #3","U14 Division B1","ODSL"
"09/16/2017","10:30 AM","2107","OD0479B","DFC Loudoun Timberwolves",4,3,"OD03126B","RWFC VA Allstars FC","Evergreen Sportsplex Field #3","U14 Division B1","ODSL"
"09/30/2017","09:00 AM","2111","OD0479B","DFC Loudoun Timberwolves",6,0,"OD0480B","DFC Western Loudoun United","Evergreen Sportsplex Field #3","U14 Division B1","ODSL"
"10/14/2017","09:00 AM","2117","OD0480B","DFC Western Loudoun United",1,5,"OD04106B","RWFC Bayern Munich","Evergreen Sportsplex Field #3","U14 Division B1","ODSL"
"10/22/2017","08:00 AM","2261","OD04104G","DFC United",6,0,"OD0331G","VYS Fire white","Culpeper Complex Field #3","U14 Division G1","ODSL"
"10/22/2017","12:00 PM","1676","OD0575B","DFC Scorpions",5,2,"OD0511B","BRYC United","Bull Run Regional Park Field 2","U13 Division B1","ODSL"
"10/28/2017","09:00 AM","2121","OD0479B","DFC Loudoun Timberwolves",1,0,"OD03127B","HCFC Harrisonburg City F.C. 04","Evergreen Sportsplex Field #3","U14 Division B1","ODSL"
"10/28/2017","10:30 AM","2122","OD0480B","DFC Western Loudoun United",0,3,"OD04109B","TAFC Team America 2004 Bata","Evergreen Sportsplex Field #3","U14 Division B1","ODSL"
"11/04/2017","09:00 AM","2264","OD04104G","DFC United",1,1,"OD0420G","LOUD 04G Gray","Culpeper Complex Field #3","U14 Division G1","ODSL"
"11/11/2017","09:00 AM","2131","OD0479B","DFC Loudoun Timberwolves",3,0,"OD0475B","SCSL Dynamo","Evergreen Sportsplex Field #3","U14 Division B1","ODSL"
"11/11/2017","10:30 AM","2132","OD0480B","DFC Western Loudoun United",0,4,"OD04115B","WBSC STRIKERS 04B BLUE","Evergreen Sportsplex Field #3","U14 Division B1","ODSL"
"11/11/2017","04:00 PM","2265","OD04104G","DFC United",1,1,"OD04105G","PWSI Courage Girls 2004 Pride","Bull Run Regional Park Field 2","U14 Division G1","ODSL"
"11/12/2017","12:00 PM","1693","OD0575B","DFC Scorpions",4,3,"OD0594B","PWSI Courage Boys 2005 Classic","Bull Run Regional Park Field 2","U13 Division B1","ODSL"
"11/12/2017","02:00 PM","2267","OD04104G","DFC United",1,0,"OD04103G","LOUD 04G Silver","Bull Run Regional Park Field 2","U14 Division G1","ODSL"
"09/16/2017","08:30 AM","2306","OD04120G","EPIC Blue",1,2,"OD04124G","SYA Wolves","Shepherd University Soccer Complex Field","U14 Division G2","ODSL"
"10/28/2017","02:00 PM","2318","OD04120G","EPIC Blue",1,7,"OD03112G","WBSC Strikers 04G Blue","Shepherd University Soccer Complex Field","U14 Division G2","ODSL"
"10/29/2017","11:45 AM","2321","OD04120G","EPIC Blue",0,1,"OD04121G","FRED 04 Royal II","Shepherd University Soccer Complex Field","U14 Division G2","ODSL"
"11/04/2017","10:00 AM","2315","OD04120G","EPIC Blue",1,4,"OD04123G","PWSI Courage Girls 2004 Classic","Shepherd University Soccer Complex Field","U14 Division G2","ODSL"
"09/10/2017","10:30 AM","953","OD0741G","FRED FC Frederick �07 White",11,4,"OD0735G","BRYC Phoenix","Riverside Field #3","U11 Division G2","ODSL"
"09/10/2017","12:00 PM","2303","OD04121G","FRED 04 Royal II",0,2,"OD04120G","EPIC Blue","Riverside field #1","U14 Division G2","ODSL"
"09/16/2017","10:30 AM","1305","OD0641B","FRED '06 Gray",2,2,"OD0662B","PAC Elite 06 Gold","Riverside Field #3","U12 Division B3","ODSL"
"09/24/2017","10:30 AM","962","OD0741G","FRED FC Frederick �07 White",0,6,"OD0739G","TAFC 07 Freedom","Riverside Field #3","U11 Division G2","ODSL"
"09/24/2017","12:00 PM","2309","OD04121G","FRED 04 Royal II",0,5,"OD04123G","PWSI Courage Girls 2004 Classic","Riverside field #1","U14 Division G2","ODSL"
"10/01/2017","10:30 AM","1314","OD0641B","FRED '06 Gray",5,5,"OD0648B","VYS O6B Silver","Riverside Field #3","U12 Division B3","ODSL"
"10/01/2017","12:00 PM","2312","OD04121G","FRED 04 Royal II",3,0,"OD04119G","CYC Cougars 04G","Riverside field #1","U14 Division G2","ODSL"
"10/15/2017","02:30 PM","1318","OD0641B","FRED '06 Gray",2,4,"OD0659B","ABGC United Black 06","Riverside Field #3","U12 Division B3","ODSL"
"10/22/2017","10:30 AM","974","OD0741G","FRED FC Frederick �07 White",2,0,"OD0717G","WIN United 2007G Blue","Riverside Field #3","U11 Division G2","ODSL"
"10/29/2017","10:30 AM","1327","OD0641B","FRED '06 Gray",0,3,"OD0660B","BRYC Bulldogs","Riverside Field #3","U12 Division B3","ODSL"
"11/12/2017","10:30 AM","986","OD0741G","FRED FC Frederick �07 White",0,10,"OD0738G","PWSI Courage Girls 2007 Pride","Riverside Field #3","U11 Division G2","ODSL"
"11/12/2017","12:00 PM","2324","OD04121G","FRED 04 Royal II",2,4,"OD03112G","WBSC Strikers 04G Blue","Riverside field #1","U14 Division G2","ODSL"
"09/10/2017","01:00 PM","101","OD9021B","FCVA FCV Elite",2,3,"OD0907B","LOUD 09B Gray","Bles Park #3B","U09 Boys Div Monroe","ODSL"
"09/17/2017","01:00 PM","105","OD9021B","FCVA FCV Elite",6,1,"OD0911B","VSA 09B Jr Academy Ronaldo","Bles Park #3B","U09 Boys Div Monroe","ODSL"
"10/15/2017","01:00 PM","117","OD9021B","FCVA FCV Elite",7,3,"OD0922B","IFC International FC 09B","Bles Park #3B","U09 Boys Div Monroe","ODSL"
"11/12/2017","01:00 PM","129","OD9021B","FCVA FCV Elite",3,1,"OD0909B","ALEX 09 Boys Silver","Bles Park #3B","U09 Boys Div Monroe","ODSL"
"09/24/2017","01:00 PM","2811","OD01157B","FFC 01 Boys Red",1,8,"OD01154B","RWFC Vipers FC","FFC Park @ Spotsylvania Sportsplex 10","HS Division B1","ODSL"
"09/30/2017","12:30 PM","2804","OD01157B","FFC 01 Boys Red",5,1,"OD01158B","FSCI Academy FC United","FFC Park @ Spotsylvania Sportsplex 10","HS Division B1","ODSL"
"10/15/2017","10:00 AM","2820","OD01157B","FFC 01 Boys Red",0,4,"OD01159B","PWSI Courage Boys 2001 Pride","FFC Park @ Spotsylvania Sportsplex 10","HS Division B1","ODSL"
"10/22/2017","03:00 PM","2821","OD01157B","FFC 01 Boys Red",0,6,"OD0199B","BRDW Lynx B01","FFC Park @ Spotsylvania Sportsplex 10","HS Division B1","ODSL"
"09/10/2017","10:30 AM","1303","OD0661B","FSCI Vasquez Academy 06",6,10,"OD0591B","WBSC Strikers 06B White","Bull Run Regional Park Field 3B","U12 Division B3","ODSL"
"09/17/2017","11:00 AM","2807","OD01158B","FSCI Academy FC United",0,6,"OD01157B","FFC 01 Boys Red","Patriot Park - Fredericksburg Field #5","HS Division B1","ODSL"
"09/24/2017","10:30 AM","1312","OD0661B","FSCI Vasquez Academy 06",4,4,"OD0662B","PAC Elite 06 Gold","Bull Run Regional Park Field 3B","U12 Division B3","ODSL"
"10/01/2017","12:00 PM","2815","OD01158B","FSCI Academy FC United",0,10,"OD01156B","CHAN United 01","Patriot Park - Fredericksburg Field #5","HS Division B1","ODSL"
"10/22/2017","10:30 AM","1324","OD0661B","FSCI Vasquez Academy 06",0,3,"OD0648B","VYS O6B Silver","Bull Run Regional Park Field 3B","U12 Division B3","ODSL"
"11/11/2017","11:00 AM","2828","OD01158B","FSCI Academy FC United",0,6,"OD97172B","SCSL Maxx 2","Patriot Park - Fredericksburg Field #5","HS Division B1","ODSL"
"11/11/2017","03:00 PM","2830","OD01158B","FSCI Academy FC United",1,25,"OD01154B","RWFC Vipers FC","Patriot Park-Fredericksburg Field #3","HS Division B1","ODSL"
"11/12/2017","10:30 AM","1336","OD0661B","FSCI Vasquez Academy 06",0,3,"OD0641B","FRED '06 Gray","Bull Run Regional Park Field 3B","U12 Division B3","ODSL"
"09/09/2017","05:30 PM","919","OD0709G","FRSA ROX 07G Blue",9,5,"OD0501G","ALEX 07 Girls Blue","Skyline SoccerPlex Field 2","U11 Division G1","ODSL"
"09/10/2017","10:30 AM","301","OD0811B","FRSA ROX 08B Blue",6,0,"OD0818B","ABGC AUFC 08B Red","Skyline SoccerPlex Field 4 North-S17","U10 Division B1","ODSL"
"09/10/2017","10:30 AM","751","OD0708B","FRSA ROX 07B Blue",1,2,"OD0634B","VSA 07B Pre Academy Select Red","Skyline SoccerPlex Field 2","U11 Division B2","ODSL"
"09/10/2017","12:00 PM","902","OD0709G","FRSA ROX 07G Blue",2,5,"OD0629G","ARL 07G Silver","Skyline SoccerPlex Field 2","U11 Division G1","ODSL"
"09/17/2017","12:00 PM","2920","OD99138G","FRSA ROX 99G Blue",9,0,"OD00135G","PWSI Courage Girls 2000 Pride","Skyline SoccerPlex Field 8","HS Division G1","ODSL"
"09/24/2017","10:30 AM","307","OD0811B","FRSA ROX 08B Blue",0,1,"OD0819B","BRYC Thunder","Skyline SoccerPlex Field 4 North-S17","U10 Division B1","ODSL"
"09/24/2017","10:30 AM","906","OD0709G","FRSA ROX 07G Blue",4,6,"OD0715G","VSA 07G Pre Academy Select Red","Skyline SoccerPlex Field 2","U11 Division G1","ODSL"
"10/01/2017","10:30 AM","763","OD0708B","FRSA ROX 07B Blue",2,1,"OD0710B","GRFL 07 Verona","Skyline SoccerPlex Field 2","U11 Division B2","ODSL"
"10/01/2017","12:00 PM","2908","OD99138G","FRSA ROX 99G Blue",1,7,"OD97140G","SCSL Shenandoah Fire","Skyline SoccerPlex Field 8","HS Division G1","ODSL"
"10/15/2017","10:30 AM","313","OD0811B","FRSA ROX 08B Blue",1,12,"OD0822B","MSC Lions 08 Gold","Skyline SoccerPlex Field 4 North-S17","U10 Division B1","ODSL"
"10/21/2017","05:00 PM","2901","OD99138G","FRSA ROX 99G Blue",0,8,"OD99135G","VIST Renegades","Skyline SoccerPlex Field 8","HS Division G1","ODSL"
"10/29/2017","01:00 PM","775","OD0708B","FRSA ROX 07B Blue",5,0,"OD0732B","GSC 07 Boys","Skyline SoccerPlex Field 2","U11 Division B2","ODSL"
"11/05/2017","10:30 AM","779","OD0708B","FRSA ROX 07B Blue",1,4,"OD0733B","LFC Schalke 07","Skyline SoccerPlex Field 2","U11 Division B2","ODSL"
"11/05/2017","12:00 PM","2916","OD99138G","FRSA ROX 99G Blue",0,6,"OD99137G","BRDW Lynx G00","Skyline SoccerPlex Field 8","HS Division G1","ODSL"
"11/12/2017","10:30 AM","326","OD0811B","FRSA ROX 08B Blue",2,6,"OD0805B","ARL 08B Silver","Skyline SoccerPlex Field 4 North-S17","U10 Division B1","ODSL"
"11/12/2017","10:30 AM","914","OD0709G","FRSA ROX 07G Blue",2,7,"OD0621G","ARL 07G Gold","Skyline SoccerPlex Field 2","U11 Division G1","ODSL"
